Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
124,Drew Timme,JR,2021-22,F,Gonzaga,WCC,32,896,28.0,7.3,12.4,7.0,11.5,0.3,0.9,3.7,5.4,1.8,4.9,6.8,2.8,0.3,0.8,2.5,1.6,18.4
125,John-Michael Wright,JR,2021-22,G,High Point,Big South,32,1117,34.9,6.1,14.9,4.1,9.3,2.0,5.6,4.2,5.3,0.7,3.7,4.4,3.4,1.0,0.3,2.6,2.3,18.4
126,Ethan Esposito,SR,2020-21,F,Sacramento State,Big Sky,20,668,33.4,6.4,13.3,6.0,11.3,0.5,2.1,5.1,6.8,1.8,5.7,7.5,2.0,0.8,0.2,2.7,2.6,18.3
127,Jayden Gardner,JR,2020-21,F,East Carolina,AAC,19,667,35.1,6.5,13.5,6.3,13.2,0.2,0.3,5.2,7.0,2.1,6.3,8.3,1.4,0.6,0.2,2.4,2.2,18.3
128,Matthew Hurt,SO,2020-21,F,Duke,ACC,24,784,32.7,6.8,12.3,4.5,7.0,2.3,5.3,2.3,3.2,1.5,4.7,6.2,1.4,0.8,0.7,1.2,3.2,18.3
129,Trayce Jackson-Davis,JR,2021-22,F,Indiana,Big Ten,35,1129,32.3,7.0,11.9,7.0,11.9,0.0,0.1,4.2,6.2,2.2,5.9,8.1,1.9,0.6,2.3,1.7,1.9,18.3
130,Brandon Knapper,JR,2020-21,G,Eastern Kentucky,OVC,4,94,23.5,5.8,15.0,3.0,6.3,2.8,8.8,4.0,5.8,0.5,2.5,3.0,1.3,1.0,0.0,3.8,1.5,18.3
131,JD Notae,SR,2021-22,G,Arkansas,SEC,36,1193,33.1,6.5,16.4,4.4,9.4,2.1,6.9,3.3,4.3,0.6,4.0,4.6,3.7,2.3,0.7,2.9,2.6,18.3
132,Austin Reaves,SR,2020-21,G,Oklahoma,Big 12,25,862,34.5,5.6,12.6,4.3,8.4,1.3,4.2,5.9,6.8,0.8,4.6,5.5,4.6,0.9,0.3,3.0,1.7,18.3
133,Ahmed Ali,SR,2020-21,G,Portland,WCC,17,519,30.5,5.6,12.1,3.4,6.1,2.2,5.9,4.8,5.7,0.9,1.9,2.8,3.1,0.9,0.0,2.7,2.1,18.2
134,Darius Lee,SR,2021-22,G,Houston Christian,Southland,27,874,32.4,6.7,12.5,6.1,10.4,0.6,2.0,4.2,5.5,2.2,6.1,8.3,3.2,2.4,0.4,2.3,1.9,18.2
135,Jamal Mashburn,SO,2021-22,G,New Mexico,MWC,32,1084,33.9,6.5,15.1,4.9,10.6,1.6,4.6,3.7,4.7,0.3,2.5,2.7,2.1,0.6,0.1,2.1,1.8,18.2
136,Koby McEwen,SR,2021-22,G,Weber State,Big Sky,33,1127,34.2,5.4,12.0,3.4,6.1,2.1,5.8,5.2,6.3,0.7,3.5,4.2,2.2,1.4,0.3,2.3,2.8,18.2
137,Marcus Hammond,SR,2021-22,G,Niagara,MAAC,29,985,34.0,6.0,14.0,3.7,7.6,2.3,6.3,3.7,4.5,0.7,4.0,4.7,2.9,0.8,0.3,2.2,2.0,18.1
138,Marreon Jackson,SR,2020-21,G,Toledo,MAC,30,1025,34.2,5.9,14.6,3.0,6.4,2.9,8.2,3.4,3.8,0.6,5.5,6.1,5.9,1.8,0.3,3.0,2.0,18.1
139,Matt Bradley,JR,2020-21,G,California,Pac-12,22,665,30.2,5.9,13.0,4.1,8.0,1.8,5.0,4.4,5.3,1.0,3.6,4.6,1.7,0.4,0.2,2.8,2.7,18.0
140,Justin Champagnie,SO,2020-21,G,Pittsburgh,ACC,20,687,34.4,6.7,14.1,5.6,10.4,1.2,3.7,3.5,4.9,3.4,7.7,11.1,1.6,1.2,1.3,1.5,1.8,18.0
141,Jalen Cook,FR,2021-22,G,Tulane,AAC,24,810,33.8,6.0,14.1,3.9,8.5,2.2,5.5,3.7,4.7,0.7,1.8,2.5,3.5,1.6,0.1,2.0,2.3,18.0
142,Eli Scott,SR,2020-21,F,Loyola Marymount,WCC,22,784,35.6,6.4,12.9,6.0,11.4,0.4,1.5,4.9,6.9,2.5,5.7,8.2,3.6,0.6,0.5,3.8,2.5,18.0
143,Jalen Williams,JR,2021-22,G,Santa Clara,WCC,33,1150,34.8,6.6,12.9,5.4,9.7,1.3,3.2,3.5,4.3,0.6,3.8,4.4,4.2,1.2,0.5,2.1,2.6,18.0
144,K.J. Williams,JR,2021-22,F,Murray State,OVC,34,987,29.0,7.2,13.4,6.1,10.1,1.1,3.3,2.5,3.6,2.7,5.7,8.4,0.7,1.4,0.6,1.5,2.1,18.0
145,Jahmir Young,SO,2020-21,G,Charlotte,CUSA,25,938,37.5,5.6,13.2,3.8,7.9,1.8,5.3,5.0,6.0,0.8,4.2,4.9,2.5,1.0,0.3,2.4,0.9,18.0
146,Travon Broadway,SR,2020-21,G,Central Michigan,MAC,18,538,29.9,5.8,12.6,4.3,8.5,1.5,4.1,4.7,6.6,1.7,3.7,5.4,1.8,1.7,0.1,1.7,1.7,17.9
147,Sincere Carry,SR,2021-22,G,Kent State,MAC,34,1244,36.6,6.1,14.1,3.8,7.6,2.3,6.5,3.4,4.4,0.7,3.8,4.5,4.8,1.4,0.2,2.7,1.7,17.9
148,Michael Devoe,SR,2021-22,G,Georgia Tech,ACC,31,1069,34.5,6.5,14.0,4.2,7.8,2.3,6.2,2.7,3.7,0.7,4.2,4.9,3.1,1.4,0.4,2.8,2.0,17.9
149,Bryce Hamilton,JR,2020-21,G,Nevada-Las Vegas,MWC,24,782,32.6,7.3,17.0,5.9,12.4,1.5,4.7,1.8,2.7,1.2,4.8,6.0,3.0,1.3,0.1,2.7,2.5,17.9
150,Jalen Moore,JR,2020-21,G,Oakland,Horizon,30,1134,37.8,5.3,13.8,3.6,8.9,1.7,4.9,5.7,7.3,0.3,3.9,4.1,8.4,1.7,0.1,3.8,1.7,17.9
151,Norchad Omier,FR,2021-22,F,Arkansas State,Sun Belt,29,839,28.9,7.0,11.1,7.0,11.0,0.0,0.1,3.9,5.3,4.0,8.2,12.2,1.2,1.6,1.9,2.7,3.3,17.9
152,Buddy Boeheim,JR,2020-21,G,Syracuse,ACC,25,905,36.2,6.4,14.9,3.4,6.8,3.1,8.0,1.8,2.1,0.6,2.1,2.6,2.6,1.3,0.0,1.6,1.6,17.8
153,Robert Carpenter,JR,2021-22,F,Mississippi Valley State,SWAC,12,391,32.6,6.2,15.9,4.1,9.4,2.1,6.5,3.3,4.1,1.8,3.0,4.8,0.6,0.8,1.1,1.8,2.5,17.8
154,Damaria Franklin,SR,2021-22,G,Illinois-Chicago,Horizon,28,883,31.5,7.0,15.7,5.4,10.0,1.7,5.6,2.1,3.1,1.1,5.8,6.9,2.5,1.3,0.9,2.7,3.1,17.8
155,Riley Grigsby,JR,2020-21,G,Seattle,WAC,21,770,36.7,6.7,14.9,4.6,9.4,2.1,5.4,2.4,3.1,1.5,3.6,5.1,1.1,0.9,0.6,1.8,2.6,17.8
156,Quentin Grimes,JR,2020-21,G,Houston,AAC,30,984,32.8,5.8,14.2,2.4,5.9,3.3,8.3,3.0,3.8,1.6,4.1,5.7,2.0,1.4,0.3,1.8,2.2,17.8
157,Kameron McGusty,SR,2021-22,G,Miami (FL),ACC,37,1262,34.1,6.4,13.4,4.7,8.7,1.6,4.6,3.4,4.2,0.6,4.3,4.9,2.4,1.8,0.3,1.9,2.1,17.8
158,Storm Murphy,SR,2020-21,G,Wofford,Southern,24,825,34.4,6.0,12.7,3.0,5.4,2.9,7.3,2.9,3.5,0.6,2.7,3.3,4.3,1.0,0.0,2.7,1.2,17.8
159,Mike Nuga,SR,2020-21,G,Kent State,MAC,13,422,32.5,6.5,13.1,3.7,5.7,2.8,7.4,1.9,2.4,0.9,4.6,5.5,1.6,1.5,0.1,1.4,1.7,17.8
160,Jaylen Sims,JR,2020-21,G,UNC Wilmington,CAA,12,408,34.0,5.3,12.0,3.5,7.4,1.8,4.6,5.5,7.1,0.8,4.6,5.3,1.8,0.8,0.1,2.6,2.0,17.8
161,Isaac Bonton,SR,2020-21,G,Washington State,Pac-12,21,741,35.3,6.1,15.6,4.2,9.9,1.9,5.7,3.7,5.6,0.3,3.6,4.0,4.0,2.0,0.2,3.5,2.0,17.7
162,Isiah Brown,SR,2020-21,G,Weber State,Big Sky,23,723,31.4,6.0,12.3,4.3,7.3,1.7,5.0,3.9,4.7,0.3,3.3,3.5,3.0,1.3,0.1,1.8,2.5,17.7
163,Kofi Cockburn,SO,2020-21,C,Illinois,Big Ten,31,837,27.0,6.9,10.5,6.9,10.5,0.0,0.0,3.9,7.0,3.4,6.1,9.5,0.2,0.3,1.3,1.7,2.5,17.7
164,Adrian Delph,SR,2021-22,G,Appalachian State,Sun Belt,34,1217,35.8,6.1,14.7,3.0,6.9,3.1,7.8,2.4,3.1,0.6,4.9,5.4,1.8,1.0,0.5,2.0,1.6,17.7
165,Elijah Ford,SR,2020-21,G,Wagner,NEC,18,600,33.3,7.1,12.1,7.0,11.7,0.1,0.4,3.3,4.4,2.8,4.9,7.7,1.6,2.0,0.7,2.3,2.8,17.7
166,Justin Johnson,JR,2021-22,G,Texas-Rio Grande Valley,WAC,31,1079,34.8,6.0,12.0,4.9,8.8,1.1,3.2,4.6,6.8,0.8,5.9,6.7,2.3,0.8,0.4,4.0,2.7,17.7
167,Noah Kirkwood,SR,2021-22,G,Harvard,Ivy,26,853,32.8,6.8,14.2,5.0,9.1,1.8,5.1,2.4,3.0,0.8,4.8,5.7,3.0,1.8,0.5,2.8,2.8,17.7
168,Bennedict Mathurin,SO,2021-22,G,Arizona,Pac-12,37,1201,32.5,5.9,13.1,3.6,7.0,2.2,6.1,3.7,4.8,1.4,4.2,5.6,2.5,1.0,0.3,1.8,1.8,17.7
169,Tristen Newton,JR,2021-22,G,East Carolina,AAC,30,1044,34.8,5.5,12.6,3.9,7.8,1.6,4.8,5.1,5.8,0.8,4.0,4.8,5.0,1.4,0.3,3.5,2.4,17.7
170,Josh Oduro,JR,2021-22,F,George Mason,A-10,27,852,31.6,6.7,12.7,6.2,11.0,0.5,1.8,3.7,5.3,2.2,5.3,7.5,1.7,1.1,1.7,2.7,3.1,17.7
171,Charles Pride,JR,2021-22,G,Bryant,NEC,32,1129,35.3,6.4,14.1,4.5,8.5,1.8,5.7,3.1,4.0,3.0,5.6,8.6,2.4,1.6,0.3,1.7,1.8,17.7
172,Marcus Sasser,JR,2021-22,G,Houston,AAC,12,384,32.0,5.8,13.2,2.0,4.6,3.8,8.6,2.4,3.3,0.3,2.6,2.8,2.6,2.2,0.1,2.2,1.4,17.7
173,Taz Sherman,SR,2021-22,G,West Virginia,Big 12,31,1056,34.1,6.1,14.6,4.0,8.7,2.1,6.0,3.5,4.5,0.4,2.6,3.0,2.4,1.3,0.2,2.7,0.8,17.7
174,Charles Bassey,JR,2020-21,C,Western Kentucky,CUSA,28,851,30.4,6.9,11.8,6.3,9.6,0.6,2.1,3.1,4.1,3.3,8.3,11.6,0.7,0.4,3.1,2.2,2.4,17.6
175,Jalen Crutcher,SR,2020-21,G,Dayton,A-10,24,915,38.1,6.0,13.0,4.0,7.6,2.0,5.4,3.6,4.8,0.3,3.2,3.5,4.8,0.8,0.0,3.0,2.1,17.6
176,Andrew Funk,SR,2021-22,G,Bucknell,Patriot,32,1172,36.6,6.7,15.4,3.9,7.9,2.7,7.5,1.6,2.1,0.0,3.6,3.6,3.0,0.8,0.3,1.8,1.2,17.6
177,Alex Morales,SR,2021-22,G,Wagner,NEC,26,882,33.9,6.5,13.6,5.5,10.8,1.0,2.8,3.7,4.9,2.3,5.7,8.0,3.8,1.8,0.5,2.6,2.2,17.6
178,Kaiden Rice,SR,2020-21,G,The Citadel,Southern,25,845,33.8,6.0,14.6,2.4,4.0,3.7,10.6,1.9,2.1,0.7,3.5,4.2,1.1,0.4,0.0,1.4,1.5,17.6
179,Ray'Sean Taylor,FR,2021-22,G,Southern Illinois-Edwardsville,OVC,21,670,31.9,6.5,14.8,4.0,8.0,2.4,6.8,2.2,2.9,1.0,4.0,5.0,2.8,1.8,0.1,3.0,2.6,17.6
180,Jeenathan Williams,JR,2020-21,F,Buffalo,MAC,25,771,30.8,7.1,14.6,5.7,11.0,1.4,3.5,2.0,2.9,1.7,5.0,6.8,2.4,1.1,0.4,2.5,1.7,17.6
181,Jamison Battle,JR,2021-22,F,Minnesota,Big Ten,29,1064,36.7,6.4,14.2,3.8,7.2,2.6,7.1,2.1,2.7,0.3,6.0,6.3,1.0,0.4,0.4,1.3,1.9,17.5
182,Dae Dae Grant,JR,2021-22,G,Miami (OH),MAC,32,1057,33.0,6.3,14.9,4.1,8.5,2.2,6.4,2.7,3.2,1.0,3.7,4.7,4.1,0.9,0.1,1.9,1.8,17.5
183,Dontarius James,JR,2020-21,F,Jacksonville,A-Sun,22,659,30.0,5.8,12.9,3.3,6.0,2.5,6.9,3.3,4.1,0.9,3.5,4.3,1.1,1.0,0.8,3.2,2.5,17.5
184,Sandro Mamukelashvili,SR,2020-21,F,Seton Hall,Big East,27,961,35.6,6.2,14.3,4.7,9.7,1.6,4.6,3.5,4.9,1.9,5.7,7.6,3.2,1.1,0.6,3.3,1.7,17.5
185,Iverson Molinar,JR,2021-22,G,Mississippi State,SEC,34,1158,34.1,6.0,13.3,5.2,10.1,0.8,3.1,4.6,5.4,0.5,2.6,3.1,3.6,1.2,0.4,2.4,1.5,17.5
186,Colbey Ross,SR,2020-21,G,Pepperdine,WCC,27,1016,37.6,5.5,12.7,3.9,8.0,1.6,4.7,4.9,5.8,0.6,3.6,4.1,7.7,1.1,0.3,3.8,2.7,17.5
187,Justin Bean,SR,2021-22,F,Utah State,MWC,34,1202,35.4,6.7,12.5,5.3,9.6,1.4,2.9,2.7,3.4,2.5,7.4,9.9,2.6,1.6,0.5,1.9,2.0,17.4
188,Taylor Funk,JR,2020-21,F,Saint Joseph's,A-10,20,647,32.4,6.0,12.4,3.4,5.0,2.6,7.4,2.9,3.4,1.8,3.9,5.7,1.5,0.8,0.8,1.4,2.8,17.4
189,Javante McCoy,SR,2021-22,G,Boston University,Patriot,35,1189,34.0,6.9,14.0,5.1,9.8,1.8,4.2,1.8,2.5,0.5,3.4,3.9,2.9,1.1,0.2,2.3,1.9,17.4
190,Nijel Pack,SO,2021-22,G,Kansas State,Big 12,29,960,33.1,6.0,13.3,2.8,5.8,3.3,7.5,2.1,2.4,0.8,3.0,3.8,2.2,1.3,0.1,1.5,1.7,17.4
191,Eli Scott,SR,2021-22,F,Loyola Marymount,WCC,29,1028,35.4,6.4,12.4,6.2,11.3,0.2,1.1,4.3,5.6,2.2,4.2,6.4,3.0,0.7,0.4,3.7,2.1,17.4
192,Oscar Tshiebwe,JR,2021-22,F,Kentucky,SEC,34,1083,31.9,7.0,11.6,7.0,11.6,0.0,0.0,3.4,4.9,5.3,9.9,15.2,1.1,1.8,1.6,1.9,2.6,17.4
193,Moses Wright,SR,2020-21,F,Georgia Tech,ACC,25,882,35.3,7.0,13.2,6.5,12.0,0.5,1.2,2.9,4.4,3.2,4.9,8.0,2.3,1.5,1.6,1.6,2.6,17.4
194,Jamison Battle,SO,2020-21,F,George Washington,A-10,15,548,36.5,6.3,13.2,4.0,6.8,2.3,6.4,2.5,3.1,0.4,4.8,5.2,0.7,0.9,0.3,2.2,1.7,17.3
195,Jamaree Bouyea,SR,2020-21,G,San Francisco,WCC,25,843,33.7,6.9,13.8,5.3,9.5,1.6,4.3,1.8,2.4,0.8,2.9,3.6,3.8,1.6,0.2,2.4,2.0,17.3
196,Jamaree Bouyea,SR,2021-22,G,San Francisco,WCC,34,1230,36.2,6.4,13.7,4.3,7.9,2.1,5.8,2.3,3.0,0.5,4.5,5.0,4.0,1.8,0.9,2.3,1.5,17.3
197,Jr. Clay,JR,2020-21,G,Tennessee Tech,OVC,24,825,34.4,6.0,13.8,3.6,6.9,2.4,7.0,2.8,3.9,0.5,2.3,2.9,3.7,1.8,0.2,2.8,1.6,17.3
198,Ryan Davis,SR,2021-22,F,Vermont,AEC,30,791,26.4,6.6,11.1,5.1,7.7,1.5,3.4,2.7,3.5,1.3,4.3,5.6,1.3,0.2,0.8,1.4,1.9,17.3
199,Tyrn Flowers,SR,2020-21,F,Long Island University,NEC,18,598,33.2,6.7,14.5,5.2,9.4,1.5,5.1,2.3,3.5,2.4,5.7,8.1,3.6,1.9,1.2,2.3,1.9,17.3
200,Rayshon Harrison,FR,2020-21,G,Presbyterian,Big South,20,693,34.7,5.8,14.9,3.8,9.0,2.1,5.9,3.6,4.5,1.4,4.2,5.6,2.5,1.4,0.4,2.7,1.8,17.3
201,Jaden Ivey,SO,2021-22,G,Purdue,Big Ten,36,1132,31.4,5.6,12.3,3.9,7.3,1.8,5.0,4.3,5.8,0.7,4.2,4.9,3.1,0.9,0.6,2.6,1.8,17.3
202,Dereon Seabron,SO,2021-22,G,NC State,ACC,32,1146,35.8,6.3,12.7,5.9,11.4,0.3,1.3,4.5,6.3,2.7,5.5,8.2,3.2,1.4,0.1,2.4,1.6,17.3
203,Darrion Trammell,SO,2021-22,G,Seattle,WAC,31,1037,33.5,5.2,13.0,3.4,7.8,1.8,5.2,5.2,6.3,0.5,3.3,3.8,5.0,2.5,0.1,2.9,2.2,17.3
204,Timmy Allen,JR,2020-21,F,Utah,Pac-12,25,878,35.1,6.2,13.3,5.8,11.7,0.4,1.6,4.4,5.7,1.2,5.3,6.4,3.9,1.3,0.2,3.1,1.8,17.2
205,Paolo Banchero,FR,2021-22,F,Duke,ACC,39,1286,33.0,6.3,13.2,5.2,9.8,1.1,3.3,3.5,4.8,1.7,6.1,7.8,3.2,1.1,0.9,2.4,1.9,17.2
206,Amari Davis,SO,2020-21,G,Green Bay,Horizon,25,883,35.3,6.4,15.1,5.4,11.8,0.9,3.3,3.6,4.5,0.6,3.0,3.7,1.9,1.4,0.3,1.5,2.4,17.2
207,Kessler Edwards,JR,2020-21,F,Pepperdine,WCC,27,916,33.9,6.1,12.4,4.4,8.0,1.7,4.4,3.4,3.9,1.2,5.6,6.8,1.2,1.0,1.2,1.8,2.1,17.2
208,Tanner Groves,JR,2020-21,F,Eastern Washington,Big Sky,24,648,27.0,6.4,11.4,5.5,8.8,0.9,2.6,3.5,4.5,1.3,6.6,8.0,1.3,0.3,1.1,1.9,3.4,17.2
209,Tyreke Key,SR,2020-21,G,Indiana State,MVC,23,783,34.0,5.8,12.3,4.4,8.0,1.3,4.3,4.3,5.1,1.0,4.4,5.3,2.0,1.1,0.3,1.8,1.5,17.2
210,Brandon McKissic,SR,2020-21,G,Kansas City,Summit,18,612,34.0,6.7,13.1,5.0,9.2,1.7,3.9,2.2,3.3,0.6,3.1,3.7,3.3,1.5,0.1,3.0,2.8,17.2
211,Cedric Russell,SR,2020-21,G,Louisiana,Sun Belt,26,874,33.6,5.8,14.0,2.9,6.7,2.9,7.3,2.5,3.3,0.4,2.8,3.2,1.2,0.5,0.0,2.5,1.8,17.2
212,De'Torrion Ware,JR,2020-21,G,Morgan State,MEAC,22,548,24.9,5.5,12.8,3.0,6.5,2.5,6.3,3.8,4.6,2.0,3.7,5.7,1.3,1.4,0.1,1.9,2.0,17.2
213,Zach Cooks,SR,2020-21,G,NJIT,AEC,19,717,37.7,6.1,14.8,4.5,10.0,1.6,4.8,3.2,4.5,0.7,4.2,4.9,1.5,2.2,0.1,2.2,1.3,17.1
214,Cam Davis,SR,2020-21,G,Navy,Patriot,15,488,32.5,6.0,13.6,4.7,9.9,1.3,3.7,3.8,4.9,0.5,2.3,2.8,2.7,1.5,0.3,1.5,1.4,17.1
215,Antonio Daye,JR,2020-21,G,Florida International,CUSA,22,696,31.6,6.0,13.2,4.9,9.4,1.1,3.8,4.0,5.8,0.7,3.5,4.3,4.7,2.4,0.1,4.5,2.1,17.1
216,Chris Duarte,SR,2020-21,G,Oregon,Pac-12,26,886,34.1,6.2,11.6,3.8,6.0,2.3,5.5,2.5,3.0,0.7,3.9,4.6,2.7,1.9,0.8,2.3,1.4,17.1
217,Mark Freeman,SO,2020-21,G,Tennessee State,OVC,21,738,35.1,5.6,14.0,4.1,8.9,1.5,5.2,4.5,5.5,0.4,3.7,4.1,4.6,2.0,0.0,3.7,2.5,17.1
218,Kellan Grady,SR,2020-21,G,Davidson,A-10,22,756,34.4,6.2,13.1,3.5,6.2,2.6,6.9,2.1,3.1,0.4,4.2,4.6,2.4,0.8,0.2,1.6,1.2,17.1
219,Rayshon Harrison,SO,2021-22,G,Presbyterian,Big South,32,1134,35.4,5.7,15.5,4.0,8.7,1.7,6.8,4.1,4.8,0.8,3.1,3.9,3.0,1.1,0.2,2.3,1.7,17.1
220,Eugene Omoruyi,SR,2020-21,F,Oregon,Pac-12,28,856,30.6,6.2,13.1,4.8,9.3,1.5,3.9,3.3,4.3,2.3,3.2,5.4,2.3,1.5,0.6,2.3,3.0,17.1
221,Eral Penn,SR,2021-22,F,Long Island University,NEC,29,930,32.1,5.7,13.2,4.3,8.5,1.4,4.7,4.4,6.2,2.6,4.8,7.4,1.9,1.3,1.1,1.6,2.8,17.1
222,Javonte Perkins,SR,2020-21,G,Saint Louis,A-10,21,640,30.5,6.3,13.5,4.5,8.7,1.8,4.8,2.8,3.2,0.7,3.1,3.9,1.8,0.7,0.5,1.4,2.4,17.1
223,Jalen Rucker,SO,2021-22,G,Army,Patriot,31,992,32.0,5.9,14.5,3.2,7.2,2.7,7.4,2.7,3.5,0.5,3.3,3.8,3.1,0.9,0.2,2.4,1.4,17.1
224,Isaiah Wong,SO,2020-21,G,Miami (FL),ACC,27,958,35.5,5.7,13.3,3.9,8.0,1.9,5.3,3.8,4.7,0.8,4.0,4.8,2.4,1.1,0.5,1.8,1.6,17.1
225,Derrick Alston,SR,2020-21,G,Boise State,MWC,28,910,32.5,5.6,12.6,3.2,6.3,2.4,6.4,3.4,4.0,0.6,3.1,3.7,2.2,0.8,0.3,2.4,1.7,17.0
226,Rylan Bergersen,SR,2020-21,G,Central Arkansas,Southland,23,795,34.6,5.5,12.7,3.9,7.8,1.7,4.9,4.2,6.1,0.7,3.3,4.0,4.8,1.3,0.4,2.8,2.2,16.9
227,Matt Bradley,SR,2021-22,G,San Diego State,MWC,32,1009,31.5,5.8,13.3,4.0,8.8,1.8,4.4,3.5,4.5,0.9,4.6,5.4,2.7,1.0,0.2,2.7,2.3,16.9
228,Izaiah Brockington,SR,2021-22,G,Iowa State,Big 12,35,1210,34.6,6.4,14.4,5.5,11.7,1.0,2.7,3.1,3.9,1.7,5.2,6.8,1.6,1.3,0.3,2.0,1.9,16.9
229,Tari Eason,SO,2021-22,F,Louisiana State,SEC,33,806,24.4,5.8,11.1,4.9,8.7,0.8,2.4,4.6,5.7,2.3,4.3,6.6,1.0,1.9,1.1,2.2,2.8,16.9
230,Mason Faulkner,SR,2020-21,G,Western Carolina,Southern,22,753,34.2,5.5,12.0,4.0,7.8,1.5,4.2,4.5,5.9,1.0,4.5,5.5,4.8,1.2,0.0,3.5,2.9,16.9
231,Jaelen House,JR,2021-22,G,New Mexico,MWC,31,998,32.2,5.4,13.0,3.9,8.2,1.5,4.8,4.6,5.2,0.5,3.1,3.6,4.5,2.2,0.3,3.4,2.7,16.9
232,Tevian Jones,JR,2020-21,G,Southern Utah,Big Sky,24,673,28.0,5.7,13.4,3.2,6.2,2.5,7.2,3.0,3.5,0.6,3.9,4.5,1.2,0.7,0.0,2.5,2.1,16.9
233,KJ Simon,JR,2021-22,G,Tennessee-Martin,OVC,30,930,31.0,6.6,15.4,5.2,10.6,1.4,4.8,2.3,3.3,1.4,3.5,4.9,1.8,1.6,1.4,2.0,2.6,16.9
234,Jabari Smith,FR,2021-22,F,Auburn,SEC,34,978,28.8,5.4,12.6,3.1,7.0,2.3,5.5,3.9,4.8,0.9,6.5,7.4,2.0,1.1,1.0,1.9,2.1,16.9
235,Nate Watson,SR,2020-21,C,Providence,Big East,26,840,32.3,6.9,11.5,6.9,11.5,0.0,0.0,3.0,4.8,2.6,4.1,6.7,0.7,0.3,1.0,1.3,2.4,16.9
236,Alex Barcello,SR,2021-22,G,Brigham Young,WCC,35,1125,32.1,5.5,12.2,3.0,6.2,2.5,6.0,3.3,3.8,0.3,3.5,3.8,3.3,0.9,0.0,1.8,1.7,16.8
237,Johni Broome,FR,2021-22,F,Morehead State,OVC,34,962,28.3,7.2,12.9,7.2,12.8,0.0,0.1,2.5,3.9,3.3,7.2,10.5,1.2,0.7,3.9,2.4,2.5,16.8
238,Tevin Brown,JR,2021-22,G,Murray State,OVC,34,1197,35.2,5.5,12.9,2.4,4.8,3.1,8.1,2.7,3.6,0.6,5.0,5.6,3.1,1.4,0.6,1.8,1.5,16.8
239,Jordan Burns,SR,2020-21,G,Colgate,Patriot,16,469,29.3,5.5,13.7,3.6,9.3,1.9,4.4,3.9,4.3,0.7,3.6,4.3,5.3,1.6,0.2,3.1,2.0,16.8
240,Myles Carter,SR,2021-22,G,Delaware State,MEAC,28,961,34.3,6.5,14.7,5.4,11.4,1.1,3.3,2.7,3.6,1.7,4.2,5.9,1.9,1.5,0.5,2.3,2.3,16.8
241,Antonio Daye,JR,2021-22,G,Fordham,A-10,14,486,34.7,5.5,12.1,4.6,8.4,0.9,3.6,4.9,6.4,0.4,3.1,3.6,3.3,1.4,0.1,3.3,2.6,16.8
242,David Duke,JR,2020-21,G,Providence,Big East,26,964,37.1,5.5,14.3,3.6,9.3,2.0,5.0,3.8,4.8,1.0,5.3,6.3,4.8,1.2,0.3,3.2,3.0,16.8
243,DeAndre Gholston,SO,2020-21,G,Milwaukee,Horizon,22,729,33.1,5.8,13.1,3.7,7.5,2.1,5.6,3.1,3.9,0.5,4.6,5.2,1.4,1.1,0.3,2.0,1.6,16.8
244,Deion Hammond,SR,2020-21,G,Monmouth,MAAC,20,603,30.2,5.4,14.4,3.4,8.8,2.0,5.6,4.1,5.5,0.8,3.0,3.8,1.8,1.2,0.6,2.1,2.0,16.8
245,Jahlil Jenkins,SR,2020-21,G,Fairleigh Dickinson,NEC,24,893,37.2,5.7,14.3,3.7,8.9,2.0,5.4,3.3,3.9,0.3,2.2,2.5,3.2,1.5,0.0,2.9,1.3,16.8
246,Carlik Jones,SR,2020-21,G,Louisville,ACC,19,713,37.5,5.9,14.8,5.0,11.8,0.9,2.9,3.9,4.8,0.7,4.2,4.9,4.5,1.4,0.1,2.1,1.8,16.8
247,Justin Lewis,FR,2021-22,F,Marquette,Big East,32,1030,32.2,6.1,13.8,4.3,8.7,1.8,5.2,2.8,3.7,1.2,6.8,7.9,1.7,1.1,0.6,1.9,2.2,16.8
248,Bryce McGowens,FR,2021-22,G,Nebraska,Big Ten,31,1032,33.3,5.2,12.8,3.9,8.1,1.3,4.7,5.2,6.3,0.7,4.5,5.2,1.4,0.7,0.3,2.1,2.0,16.8
249,Moses Moody,FR,2020-21,G,Arkansas,SEC,32,1082,33.8,5.2,12.1,3.3,7.0,1.8,5.1,4.7,5.8,2.0,3.8,5.8,1.6,1.0,0.7,1.6,2.3,16.8
250,Alex Morales,SR,2020-21,G,Wagner,NEC,20,708,35.4,6.2,14.1,5.2,11.0,1.0,3.2,3.4,4.7,2.7,4.6,7.2,4.3,1.8,0.5,3.2,2.9,16.8
251,Filip Rebraca,JR,2020-21,F,North Dakota,Summit,26,827,31.8,6.7,13.2,6.1,11.7,0.6,1.6,2.8,4.7,1.8,5.7,7.6,1.2,0.6,0.7,2.3,2.7,16.8
252,Malachi Smith,SO,2020-21,G,Chattanooga,Southern,25,895,35.8,6.0,13.1,4.6,9.4,1.4,3.8,3.2,4.0,1.6,7.2,8.8,3.3,1.5,0.2,3.0,1.8,16.8
